"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,MANUTENÇAO DE SISTEMAS MICROPROCESSADOS,B,B03,B0307,,16,32,29,6,1,,,,,,,,,65,19,,,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,MECANICA,B,B03,B0306,,,4,5,,,,,,4,15,2,2,,9,,23,,,,8,11,1,,,,,,15,4,4,,20,,22,1
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,METALURGIA,B,B03,B0306,,2,18,38,4,2,2,1,,6,26,7,4,,57,9,35,9,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,MINERAÇÃO,B,B04,B0401,,,10,16,7,3,,,,,,,,,23,13,,,,,4,21,9,,,,,,,,,,15,19,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PESCA,A,A02,A0201,,,,,,,,,1,15,45,9,5,1,,,48,28,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PESQUISA MINERAL,B,B04,B0401,,,10,32,3,1,,,,,,,,,26,20,,,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PLANEJADOR E REALIZADOR DE EVENTOS,D,D09,D0902,,27,39,45,9,2,1,,,,,,,,25,98,,,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PLANEJAMENTO E EXECUÇAO DDE OBRAS,B,B06,B0601,1,38,22,7,2,,1,,3,12,41,8,5,2,55,16,51,20,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PROCESSO DE FABRICAÇÃO METALICA,B,B03,B0306,,15,7,3,,,1,,,,,,,,22,4,,,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PROCESSSAMENTO DE DADOS,D,D12,D1201,,,,,,,,,,,5,5,1,,,,8,3,,,5,11,1,1,,,,1,9,2,2,,12,6,9,5
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PRODUÇAO ARTISTICA,D,D16,D1601,,,,,,,,,,,,,,,,,,,,,,5,2,1,,,,,,,,,2,6,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,PRODUÇÃO MINERAL,B,B04,B0401,,,8,19,20,5,,,,,,,,,30,22,,,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,QUIMICQ,B,B05,B0502,,,,,,,,,,,2,,,,,,1,1,,,,,,,,,,,15,1,1,,,,12,5
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,RADIOLOGIA MEDICA,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,1,,,2,8
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,REDES DE TELECOMUNICAÇÕES,D,D11,D1101,,34,39,66,16,5,1,,,3,28,8,4,,100,61,29,14,,,,,,,,,,,,,,,,,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,REGISTRO DE SAUDE,D,D14,D1401,,,,1,1,,,,,,,,,,1,1,,,,,,3,1,3,,,,,,,,,2,5,,
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,SENSOREAMENTO REMOTO,B,B07,B0701,,,,,,,,,2,2,26,3,,,,,29,4,,,,,,,,,,,16,8,1,1,,,20,6
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,TELECOMUNICAÇÕES,D,D11,D1101,,,14,18,7,2,,,,,,,,,24,17,,,,,3,3,1,,1,,,,8,2,2,,2,6,3,9
22936948,2002,150300701402,Para,PA,BELEM,Federal,Urbana,Ativo,TURISMO,D,D09,D0901,,,,,,,,,,,3,1,,,,,,4,,,,,,,,,,1,14,4,,,,,6,13
22943231,2002,150300802400,Para,PA,CASTANHAL,Federal,Urbana,Ativo,TECNICO EM AGRICULTURA,A,A01,A0101,,121,175,289,50,13,4,,,1,19,2,2,2,514,138,11,15,,,,,,,,,,,,,,,,,,
23049653,2002,150300806500,Para,PA,SANTA ISABEL DO PARA,Estadual,Urbana,Ativo,INFORMÁTICA,D,D12,D1201,,1,10,23,8,6,2,,,1,10,2,9,1,29,21,17,6,,1,11,40,5,8,2,,,2,10,4,3,1,31,36,9,11
23118857,2002,150300701402,Para,PA,BELEM,Particular,Urbana,Ativo,CURSO TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,,1,8,22,20,6,,,33,24,,,,,,,,,,5,14,6,15,1,,,26,15
23118857,2002,150300701402,Para,PA,BELEM,Particular,Urbana,Ativo,CURSO TECNICO EM SEGUANCA DO TRABALHO,D,D14,D1401,,,,,,,,,,8,18,20,21,21,,,60,28,,,,,,,,,2,12,16,13,25,2,,,51,19
23119463,2002,150300802400,Para,PA,CASTANHAL,Particular,Urbana,Ativo,TÉCNICO DE ENFERMAGEM,D,D14,D1401,,,,13,9,6,1,,,,,,,,23,6,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,AQUICULTURA,A,A02,A0201,,,4,19,7,7,1,,,,,,,,20,18,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,DESENVOLVEDOR DE PROGRAMAS,D,D12,D1201,,,,,,,,,10,18,18,8,1,,,,29,26,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,ELETROTECNICO,B,B03,B0307,,,13,18,1,,,,,,,,,,29,3,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,MANUTENÇÃO DE MICROCOMPUTADORES,D,D12,D1201,,,11,21,5,2,1,,,,,,,,29,11,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,PLANEJADOR DE TURISMO,D,D09,D0902,,,12,26,2,,,,,,,,,,13,27,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,PROCESSADOR DE DADOS,D,D12,D1201,,,7,10,1,1,,,,,,,,,10,9,,,,,,,,,,,,,,,,,,,,
23120852,2002,150601608100,Para,PA,TUCURUI,Federal,Urbana,Ativo,SANEAMENTO,B,B06,B0601,,1,7,15,2,1,,,,,,,,,7,19,,,,,,,,,,,,,,,,,,,,
23120853,2002,150501500602,Para,PA,ALTAMIRA,Federal,Rural,Ativo,DESENVOLVEDOR DE PROGRAMAS,D,D12,D1201,,,4,16,7,1,,,,2,13,8,5,1,19,9,24,5,,,,,,,,,,,,,,,,,,
23120854,2002,150602004208,Para,PA,MARABA,Federal,Urbana,Ativo,DESENVOLVIMENTO DE PROGRAMAS,D,D12,D1201,,,,,,,,,,4,7,3,3,,,,11,6,,,,,,,,,,,,,,,,,,
23120854,2002,150602004208,Para,PA,MARABA,Federal,Urbana,Ativo,PLANEJADOR E REALIZADOR DE EVENTOS,D,D09,D0902,,,1,9,7,3,1,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,
23120854,2002,150602004208,Para,PA,MARABA,Federal,Urbana,Ativo,PROCESSAMENTO DE DADOS,D,D12,D1201,,,,,,,,,,,,,,,,,,,,,,13,8,12,3,,,,2,1,2,,16,20,2,3
23120854,2002,150602004208,Para,PA,MARABA,Federal,Urbana,Ativo,REGISTRADOR DE SAUDE,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,7,14,15,11,,,,,,,,5,42,,
23121959,2002,150602106138,Para,PA,REDENCAO,Estadual,Rural,Ativo,TÉCNICO EM AGROPECUARIA,A,A01,A0101,1,38,23,21,2,,1,,,,,,,,71,15,,,,1,8,12,,2,,,,,,,,,14,9,,
23121959,2002,150602106138,Para,PA,REDENCAO,Estadual,Rural,Ativo,TÉCNICO EM AGROPECUÁRIA,A,A01,A0101,1,38,23,21,2,,1,,,,,,,,71,15,,,,1,8,12,,2,,,,,,,,,14,9,,
23122067,2002,150401001709,Para,PA,BRAGANCA,Particular,Urbana,Ativo,CURSO TECNICO EM ENFERMAAGEM,D,D14,D1401,,,,,,,,,3,3,16,14,7,3,,,5,41,,2,1,15,10,10,3,,1,1,27,24,25,14,5,36,7,85
23122067,2002,150401001709,Para,PA,BRAGANCA,Particular,Urbana,Ativo,CURSO TENICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,3,3,16,14,7,3,,,5,41,,2,1,15,10,10,3,,1,1,27,24,25,14,5,36,7,85
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM BIODIAGNÓSTICO,D,D14,D1401,,,5,6,7,5,1,,,3,17,7,9,1,3,21,5,32,,,1,11,2,1,1,,,,12,9,5,,1,15,3,23
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,34,133,51,41,10,,,,,,,,169,100,,,,,,,,,,,,,,,,,,,,
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM GESTÃO,D,D13,D1301,,,,,,,,,,2,13,4,2,3,,,11,13,,,,,,,,,,1,5,2,2,1,,,4,7
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM MEIO AMBIENTE,D,D19,D1902,,,,,,,,,,1,15,7,3,,,,10,16,,,,,,,,,,,,,,,,,,
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,,3,11,9,5,,,,,28,,,,,,,,,,2,7,1,1,,,,,11
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EM TURISMO / HOPITALIDADE,D,D09,D0902,,,,,,,,,,4,11,3,1,,,,3,16,,,1,18,3,3,,,,1,6,4,5,,6,19,3,13
23122966,2002,150100206807,Para,PA,SANTAREM,Particular,Urbana,Ativo,TECNICO EMSEGURANÇA E SAÚDE NO TRABALHO,D,D14,D1401,,,,,,,,,,5,20,20,14,1,,,30,30,,,,,,,,,,3,9,10,4,1,,,13,14
22877446,2002,160200300303,Amapa,AP,MACAPA,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,,13,6,14,3,,,,28,30,40,17,6,30,19,96,,,1,30,20,31,6,,,,21,32,34,15,14,74,19,83
22870896,2002,160200300303,Amapa,AP,MACAPA,Particular,Urbana,Ativo,TECNICO EM PROCESSAMENTO DE DADOS,D,D12,D1201,,,9,18,24,9,,,,24,95,46,17,4,21,39,112,74,,,,,,,,,,4,99,49,13,,,,73,92
22881735,2002,160200400279,Amapa,AP,LARANJAL DO JARI,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,5,25,35,24,2,,,22,69,,,,,,,,,,,,,,,,,,
22872324,2002,160200300303,Amapa,AP,MACAPA,Estadual,Urbana,Ativo,CURSO TECNICO EM TURISMO,D,D09,D0902,,,,,,,,,,,6,6,2,1,,,4,11,,,,,,,,,,,6,6,2,1,,,4,11
22881848,2002,170100102208,Tocantins,TO,ARAGUATINS,Federal,Rural,Ativo,TÉCNICO AGRICOLA COM HABILITAÇÃO EM ZOOTÉCNIA,A,A01,A0101,,67,52,40,5,,,,,,,,,,133,31,,,,,7,19,1,,,,,,,,,,23,4,,
22881848,2002,170100102208,Tocantins,TO,ARAGUATINS,Federal,Rural,Ativo,TÉCNICO AGRÍCOLA COM HABILITAÇÃO AGRICULTURA,A,A01,A0101,,33,30,43,10,4,,,,,,,,,93,27,,,,,7,5,1,,,,,,,,,,8,5,,
22888960,2002,170100416109,Tocantins,TO,PARAISO DO TOCANTINS,Estadual,Urbana,Ativo,TECNICO EM TURISMO,D,D09,D0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,7,14,9,,,13,38
22924235,2002,170200814203,Tocantins,TO,NATIVIDADE,Estadual,Urbana,Ativo,TECNICO DE AGROPECUARIA COM HAB EM AGRICULTURA,A,A01,A0101,,14,17,26,4,,,,,,,,,,53,8,,,,,,,,,,,,,,,,,,,,
22924238,2002,170100408205,Tocantins,TO,FORMOSO DO ARAGUAIA,Particular,Rural,Ativo,TECNICO EM AGROPECUARIA,A,A01,A0101,60,120,77,1,,,,,,,,,,,142,116,,,,,20,45,6,,,,,,,,,,41,30,,
22938200,2002,170100202109,Tocantins,TO,ARAGUAINA,Particular,Urbana,Ativo,TÉCNICO EM BIODIAGNÓSTICO,D,D14,D1401,,,,,,,,,1,10,15,13,7,,,,5,41,,,,,,,,,,,11,4,5,1,,,3,18
22938200,2002,170100202109,Tocantins,TO,ARAGUAINA,Particular,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,1,19,56,30,19,4,,,9,120,,,,,,,,,,2,46,37,29,6,,,14,106
22956620,2002,170100202109,Tocantins,TO,ARAGUAINA,Estadual,Urbana,Paralisado,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,12,5,,,6,34
22892432,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1301,,,,,,,,,,1,5,,1,,,,3,4,,,,,,,,,,,,,,,,,,
22892441,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,TECNICO EM EMFERMAGEM,D,D14,D1401,,,,,,,,,,5,13,18,6,3,,,2,43,,,,,,,,,,,4,11,8,1,,,1,23
22892259,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,11,6,7,,,,11,15,,,,,,,,,,,8,4,2,1,,,4,11
22892259,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,TECNICO EM ENFERMAGEM,D,D14,D1401,,,3,18,4,3,2,,,3,11,9,3,2,5,25,,28,,,,9,10,2,1,,,,16,16,13,6,,22,3,48
22892450,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,APOS MEDIO MEIO AMBIENTE,D,D19,D1901,,,8,16,4,2,1,,,,,,,,11,20,,,,,,,,,,,,,,,,,,,,
22892450,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,POS MEDIO TECNICO ENFERMAGEM,D,D14,D1401,,1,10,18,,4,2,,,,,,,,7,28,,,,,,,,,,,,,,,,,,,,
22898661,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Rural,Ativo,PÓS-MÉDIO TÉCNICO AGRÍCOLA HAB. EM AGICULTURA,A,A01,A0101,,,1,19,14,12,33,,,,,,,,57,22,,,,,,3,4,12,17,,,,,,,,19,17,,
22898661,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Rural,Ativo,TE´CNICO AGRICOLA COM HABILITAÇÃO-AGROINDUSTRIA,A,A01,A0101,,19,33,27,1,2,1,,,,,,,,58,25,,,,,5,18,1,,,,,,,,,,23,1,,
22898661,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Rural,Ativo,TÉCNICO AGRÍCOLA COM HABILITAÇÃO - ZOOTECNIA,A,A01,A0101,55,51,41,,,,,,,,,,,,113,34,,,,,17,25,3,,,,,,,,,,35,10,,
22898661,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Rural,Ativo,TÉCNICO AGÍCOLA COM HABILITAÇÃO - AGRICULTURA,A,A01,A0101,,22,50,41,1,,2,,,,,,,,103,13,,,,1,10,26,3,,,,,,,,,,39,1,,
22898661,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Rural,Ativo,TÉCNICO EM ECONOMIA DOMÉSTICA,D,D17,D1701,,3,11,4,,,,,,,,,,,,18,,,,,11,13,,,,,,,,,,,,24,,
22938328,2002,210100510500,Maranhao,MA,SAO BENTO,Particular,Urbana,Ativo,TECNICO CONTABILIDADE,D,D13,D1302,,6,9,5,3,,,,,,,,,,13,10,,,,,,,,,,,,4,4,,,,,,3,5
22938328,2002,210100510500,Maranhao,MA,SAO BENTO,Particular,Urbana,Ativo,TECNICO INFORMATICA,D,D12,D1201,,15,18,17,5,,,,,,,,,,40,15,,,,,,,,,,,,2,5,10,5,,,,8,14
22938328,2002,210100510500,Maranhao,MA,SAO BENTO,Particular,Urbana,Ativo,TECNICO MECANICA,B,B03,B0306,,1,2,4,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,
22949860,2002,210100512902,Maranhao,MA,VITORIA DO MEARIM,Particular,Urbana,Ativo,TEC EM AGRICULTURA0,A,A01,A0101,,,,,,,,,,2,6,2,,,,,6,4,,,,,,,,,,2,4,5,,,,,9,2
22981470,2002,210200809908,Maranhao,MA,SANTA INES,Particular,Urbana,Ativo,CURSO TEC EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,2,18,4,4,,,,8,20,,,,,,,,,,,,,,,,,,
22981470,2002,210200809908,Maranhao,MA,SANTA INES,Particular,Urbana,Ativo,CURSO TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,5,9,2,1,1,,,12,6,,,,,,,,,,,,,,,,,,
22981470,2002,210200809908,Maranhao,MA,SANTA INES,Particular,Urbana,Ativo,CURSO TECNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,,17,19,19,6,,,3,58,,,,,,,,,,,,,,,,,,
22995370,2002,210200900055,Maranhao,MA,ACAILANDIA,Particular,Urbana,Ativo,TECNICO EM ADMINISTRACAO,D,D13,D1301,,,,,,,,1,15,22,34,7,4,2,,,42,43,,,,,,,,,,,,,,,,,,
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,EDIFICACOES,B,B06,B0601,,7,20,16,6,2,2,,1,1,6,3,1,,26,27,9,3,,,,,,,,,,7,7,1,2,,,,10,7
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,ELETROMECANICA,B,B03,B0306,,4,5,4,2,,,,4,12,27,2,2,4,14,1,48,3,,,,,,,,,,4,11,5,,,,,20,
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,ELETRONICA,B,B03,B0307,,10,,10,10,1,,,5,5,5,2,1,,22,9,16,2,,,,,,,,,,,,,,,,,,
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,ELETROTECNICA,B,B03,B0310,,,19,26,2,,2,,,7,17,17,5,3,44,5,41,8,,,,,,,,,1,4,12,2,2,1,,,18,4
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,INFORMATICA,D,D12,D1201,,,,,,,,,4,15,6,3,1,,,,25,4,,,,,,,,,,,,,,,,,,
23000371,2002,210200905302,Maranhao,MA,IMPERATRIZ,Federal,Urbana,Ativo,SEGURANCA DO TRABALHO,D,D14,D1401,,,,,,,,,1,9,15,4,,1,,,17,13,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,ANALISE  QUIMICA,B,B05,B0502,,,,,,,,1,2,29,46,6,,,,,38,46,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,DESENHO INDUSTRIAL,D,D20,D2002,,,,,,,,,,,,,,,,,,,,,11,8,2,,,,,,,,,,9,12,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,EDIFICACOES,B,B06,B0601,,26,62,44,4,2,1,,,1,24,7,2,1,83,56,24,11,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,ELETROMECANICA,B,B03,B0306,,10,22,37,5,1,1,,,17,18,2,3,1,67,9,33,8,,1,3,8,,,,,,,,,,,12,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,ELETRONICA,B,B03,B0307,,14,20,23,2,,47,,,,,,,,94,12,,,,,3,6,2,,,,,,,,,,10,1,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,ELETROTECNICA,B,B03,B0307,,18,20,20,1,,,,5,11,14,1,2,,46,13,27,6,,,4,8,,,,,,3,8,4,1,,9,3,13,3
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,MATERIAS,B,B06,B0601,,5,19,30,2,1,,,,,,,,,26,31,,,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,MECANICA,B,B03,B0306,,3,22,30,6,1,2,,,,,,,,60,4,,,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,PROGRAMACAO DE COMPUTADORES,D,D12,D1201,,2,13,22,3,3,,,,,,,,,36,7,,,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,PROJETO DE PRODUTO,D,D09,D0902,,19,29,26,1,,,,,,,,,,28,47,,,,,,,,,,,,,,,,,,,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,QUIMICA,B,B05,B0502,,,,,,,,,,,,,,,,,,,,,10,11,,,,,,,,,,,10,11,,
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,SEGURANCA DO TRABALHO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,,,,13,8
23068625,2002,210100211300,Maranhao,MA,SAO LUIS,Federal,Urbana,Ativo,TELECOMUNICACAO,D,D11,D1101,,15,30,19,5,,,,,,,,,,50,19,,,,,12,6,,,,,,,,,,,12,6,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TEC EM ASSISTENCIA EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,1,1,8,9,2,3,,,8,16,,,,,,,,,,,,,,,,,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TEC EM DESENVOLVIMENTO SOCIAL E MISSIOLOGIA,D,D17,D1703,,,1,5,9,14,11,,,,,,,,14,26,,,,,,,,,,,,,,,,,,,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TEC EM INFORMATICA,D,D12,D1201,,2,5,31,28,12,6,,,,6,12,14,2,48,36,8,26,,,,,,,,,,,,,,,,,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TEC EM PISCICULTURA,A,A02,A0201,,,,,,,,,1,2,22,10,4,5,,,29,15,,,,,,,,,,,,,,,,,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TEC EM TURISMO,D,D09,D0902,,,,,,,,,,3,14,6,11,4,,,12,26,,,,,,,,,,,,,,,,,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TECNICO EM AGRICULTURA,A,A01,A0101,,14,14,12,2,1,5,,,,,,,,40,8,,,,2,14,19,2,,,,,,,,,,21,16,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TECNICO EM AGROINDUSTRIA,B,B03,B0301,,10,4,11,,,,,3,6,10,15,4,,17,8,24,14,,1,18,19,,,,,,,,,,,23,15,,
23072757,2002,210401503307,Maranhao,MA,CODO,Federal,Rural,Ativo,TECNICO EM ZOOTECNIA,A,A01,A0101,,7,15,11,1,,,,,,,,,,27,7,,,,1,18,35,9,1,,,,,,,,,42,22,,
23089909,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,ATOR EM NIVEL TÉCNICO,D,D16,D1601,,,,,,,,2,16,33,25,6,8,5,,,39,56,,,,,,,,,,,,2,1,2,,,1,4
23093411,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM -TECNICO EM ENFERMAGEM,D,D14,D1401,,,18,29,12,8,6,,2,6,28,16,22,6,2,71,7,73,,,2,37,18,26,7,,,,4,11,3,,3,87,3,15
23090104,2002,210100211300,Maranhao,MA,SAO LUIS,Particular,Urbana,Ativo,CURSO TECNICO EM ELETRO ELETRONICA,B,B03,B0307,,,6,19,5,5,,,,2,15,7,14,4,29,6,42,,,,,7,3,,1,,,,,,,,9,2,,
22898838,2002,220100207702,Piaui,PI,PARNAIBA,Estadual,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3,4,,,,7,10
22898838,2002,220100207702,Piaui,PI,PARNAIBA,Estadual,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,,,3,7
22898838,2002,220100207702,Piaui,PI,PARNAIBA,Estadual,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,7,34,12,25,4,,,15,67,,,,,,,,,,,11,10,12,4,,,10,27
22908897,2002,220200311001,Piaui,PI,TERESINA,Federal,Urbana,Ativo,AGROPECUARIA,A,A01,A0101,,29,50,44,7,2,2,,,,,,,,120,14,,,,,12,31,,2,1,,,,,,,,40,6,,
22915391,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,35,113,92,13,,,,,,48,12,,176,77,37,23,,,,,22,,,,,,,32,22,,14,8,35,19
22915391,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,35,86,19,,,,,22,56,13,11,114,26,80,22,,,17,25,,,,,,,35,14,18,,30,12,42,25
22915391,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,TÉCNICOEM ENFERMAGEM,D,D14,D1401,,,45,68,45,8,,,,119,118,85,119,,25,141,58,383,,,,,,,,,,53,35,68,13,,,,32,137
22915391,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,PATOLOGIA CLÍNICA,D,D14,D1401,,,125,272,56,24,,,97,28,68,48,27,,98,379,97,171,,,12,34,49,,,,,,,,,,15,80,,
22915392,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,3,25,117,25,14,1,,1,22,123,53,22,10,49,136,78,153,,,2,8,,1,,,,1,11,5,1,3,2,9,10,11
22915392,2002,220200311001,Piaui,PI,TERESINA,Estadual,Urbana,Ativo,ENFERMAGEM,D,D14,D1401,,1,33,118,47,45,11,,,,,,,,18,237,,,,,5,45,24,37,,,,,,,,,4,107,,
